"locus"	"product"	"p_id"	"AP"	"GP"
Bd0420	putative adventurous gliding motility protein	NP_967414.1	2.427100083	16.26280967
Bd0421	hypothetical protein	NP_967415.1	4.703096659	102.4177333
Bd0422	ubiquinone biosynthesis protein	NP_967416.1	6.110497567	299.1513605
Bd0423	ribonuclease R	NP_967417.1	21.92725285	868.1860239
Bd0425	hypothetical protein	NP_967418.1	3.183825253	351.9987016
Bd0426	hypothetical protein	NP_967419.1	0	33.19212794
Bd0427	hypothetical protein	NP_967420.1	11.95038261	18576.13692
Bd0428	hypothetical protein	NP_967421.1	16.78744224	1537.287259
Bd0429	two component response regulator	NP_967422.1	42.4857543	2680.434749
Bd0433	putative transmembrane protein	NP_967423.1	0	207.6635697
Bd0434	hypothetical protein	NP_967424.1	6.634558011	68.7030672
Bd0435	hypothetical protein	NP_967425.1	0.513901293	15.49530462
Bd0436	putative penicillin-binding protein	NP_967426.1	0.594245743	0.995437465
Bd0437	hypothetical protein	NP_967427.1	0	0
Bd0438	hypothetical protein	NP_967428.1	0.777796552	3.908725491
Bd0440	hypothetical protein	NP_967429.1	14.58770843	58.18160357
Bd0441	hypothetical protein	NP_967430.1	1.128567546	82.23651865
Bd0442	sugar ABC transporter| permease protein	NP_967431.1	0.692265659	10.43670002
Bd0443	ABC-type ribose transporter| permease protein	NP_967432.1	0	20.66040616
Bd0444	sugar ABC transporter| ATP-binding protein	NP_967433.1	0	40.90343039
Bd0445	ABC-type transport system substrate-binding	NP_967434.1	0.592497961	172.6966892
Bd0446	transcriptional regulatory protein	NP_967435.1	119.6895464	631.136508
Bd0447	putative dimethyladenosine transferase	NP_967436.1	14.9031375	115.3539344
Bd0448	putative phospholipase D	NP_967437.1	1.138131677	12.71010549
Bd0449	putative protease	NP_967438.1	0.765966946	66.0792585
Bd0450	hypothetical protein	NP_967439.1	0.757328221	197.9049433
Bd0451	hypothetical protein	NP_967440.1	0	44.32649289
Bd0452	oxidoreductase	NP_967441.1	0.614174716	67.90218855
Bd0453	hypothetical protein	NP_967442.1	3.14764542	16.87266503
Bd0454	hypothetical protein	NP_967443.1	0.387402513	59.70327627
Bd0456	putative lactoylglutathione lyase	NP_967444.1	0.704368206	191.1448766
Bd0457	hypothetical protein	NP_967445.1	0	10.7128032
Bd0458	hypothetical protein	NP_967446.1	2.363371757	177.2101132
Bd0459	hypothetical protein	NP_967447.1	4.920457209	875.6331337
Bd0460	hypothetical protein	NP_967448.1	0	144.6228431
Bd0461	multidrug resistance protein	NP_967449.1	0	42.38945403
Bd0462	hypothetical protein	NP_967450.1	20.25012615	186.7887722
Bd0463	hypothetical protein	NP_967451.1	9.54233559	124.3249003
Bd0464	cell division protein DivIVA homologue	NP_967452.1	27.00996294	844.5758587
Bd0465	hypothetical protein	NP_967453.1	24.08633017	555.0862265
Bd0466	hypothetical protein	NP_967454.1	0.457839334	35.27920871
Bd0467	hypothetical protein	NP_967455.1	4.819361409	193.7530913
Bd0468	putative peptidoglycan GlcNAc deacetylase	NP_967456.1	6.20905398	110.9435509
Bd0469	maf protein	NP_967457.1	113.249999	22.73001507
Bd0470	Flp pilus assembly protein TadC	NP_967458.1	491.5674207	3.908725491
Bd0471	putative secreted protein	NP_967459.1	500.1500033	0
Bd0472	hypothetical protein	NP_967460.1	646.9483117	3.023775096
Bd0473	hypothetical protein	NP_967461.1	461.7197292	0.871972353
Bd0474	hypothetical protein	NP_967462.1	962.6292435	6.999031422
Bd0475	hypothetical protein	NP_967463.1	523.8561671	20.63033279
Bd0476	hypothetical protein	NP_967464.1	15.17540309	77.10025744
Bd0477	tolQ protein	NP_967465.1	11.99103017	445.1169728
Bd0478	TonB system transport protein ExbD2	NP_967466.1	34.32099303	292.4595273
Bd0479	hypothetical protein	NP_967467.1	3249.163749	39.64351097
Bd0480	hypothetical protein	NP_967468.1	5.924979615	0
Bd0481	hypothetical protein	NP_967469.1	576.1689998	22.09515659
Bd0482	hypothetical protein	NP_967470.1	90.74293103	279.691024
Bd0483	hypothetical protein	NP_967471.1	3.169656927	916.7874637
Bd0484	aspartate-semialdehyde dehydrogenase	NP_967472.1	2.772238168	481.9287199
Bd0485	hypothetical protein	NP_967473.1	139.9067488	175.2557875
Bd0486	hypothetical protein	NP_967474.1	154.6137538	39.70038832
Bd0487	hypothetical protein	NP_967475.1	7.109975537	19.85019416
Bd0489	putative transporter	NP_967476.1	0.394998641	1.323346277
Bd0490	hypothetical protein	NP_967477.1	0.279790704	4.686851398
Bd0491	pseudouridylate synthase I	NP_967478.1	6.127735571	44.90823393
Bd0492	50S ribosomal protein L13	NP_967479.1	15.75963965	35758.57187
Bd0493	30S ribosomal subunit protein S9	NP_967480.1	15.14656443	22487.58349
Bd0494	putative outer membrane protein	NP_967481.1	0.680571983	30.40119826
Bd0495	hypothetical protein	NP_967482.1	0	120.2419807
Bd0496	hypothetical protein	NP_967483.1	5.423635186	2881.332029
Bd0498	hypothetical protein	NP_967484.1	0.818899622	10.42538653
Bd0499	sensory transduction histidine kinase	NP_967485.1	3.414395032	9.679234179
Bd0500	hypothetical protein	NP_967486.1	1184.028579	51.65101541
Bd0501	hypothetical protein	NP_967487.1	26.62325642	116.6964057
Bd0502	regulatory protein RecX	NP_967488.1	0	179.8108828
Bd0503	phosphohydrolase	NP_967489.1	0.260270422	24.41522589
Bd0504	acetyl-CoA synthetase	NP_967490.1	0.715628088	3.596305158
Bd0505	hypothetical protein	NP_967491.1	17.27758654	14.77897667
Bd0506	putative short-chain dehydrogenase/reductase	NP_967492.1	10.50724802	57.05145731
Bd0507	tryptophanyl-tRNA synthetase II	NP_967493.1	1.213550042	194.1372905
Bd0508	siderophore biosynthesis protein	NP_967494.1	0.47511629	82.77156432
Bd0509	phosphatidylglycerophosphatase A	NP_967495.1	8.082842561	2695.460315
Bd0510	CinA-like protein	NP_967496.1	19.27447072	7028.194052
Bd0512	recombinase A	NP_967497.1	7.461085441	3078.145452
Bd0514	hypothetical protein	NP_967498.1	0	0
Bd0515	putative uroporphyrin-III C-methyltransferase	NP_967499.1	0	0
Bd0516	hypothetical protein	NP_967500.1	124.2985085	445.1511626
Bd0517	hypothetical protein	NP_967501.1	119.4306605	310.9391128
Bd0518	CDP-diacylglycerol pyrophosphatase	NP_967502.1	2.711817593	3.893691931
Bd0519	putative murein transglycosylase A	NP_967503.1	0.812295592	6.803493965
Bd0520	hypothetical protein	NP_967504.1	0	4.440175009
Bd0521	Serine protease	NP_967505.1	2.740806897	1.836480548
Bd0522	hypothetical protein	NP_967506.1	7.540883146	27.06844658
Bd0523	hypothetical protein	NP_967507.1	6028.845625	8.913860773
Bd0524	hypothetical protein	NP_967508.1	2354.166251	10.956276
Bd0526	hypothetical protein	NP_967509.1	613.3012232	0
Bd0527	hypothetical protein	NP_967510.1	1505.135477	3.341121789
Bd0528	aspartate kinase	NP_967511.1	358.6408115	23.86033439
Bd0529	murein transglycosylase D	NP_967512.1	5.609980698	8.543121536
Bd0530	flagellar biosynthesisprotein	NP_967513.1	9.628091874	7.443822809
Bd0531	flagellar basal-body rod protein FlgG	NP_967514.1	16.91559066	19.31984546
Bd0532	flagellar protein FlgA	NP_967515.1	11.33557193	5.425294223
Bd0534	flagellar L-ring protein	NP_967516.1	10.83492288	1.344435461
Bd0535	flagellar basal body P-ring protein	NP_967517.1	14.98878772	9.038927697
Bd0536	flagellar protein FlgJ	NP_967518.1	7.682388822	41.46671915
Bd0537	FlgM| negative regulator of flagellin	NP_967519.1	92.48354544	1343.677688
Bd0538	hypothetical protein	NP_967520.1	34.73263912	432.4832532
Bd0540	FlgK| flagellar hook-associated protein	NP_967521.1	12.8584664	24.41151537
Bd0542	FgL| flagellar protein	NP_967522.1	8.903836769	27.03355171
Bd0543	putative transmembrane protein	NP_967523.1	41.20554005	3077.34402
Bd0544	hypothetical protein	NP_967524.1	0.317743386	45.77442249
Bd0545	DNA recombination protein rmuC	NP_967525.1	0.731656078	96.41522877
Bd0546	1|4-dihydroxy-2-naphthoate	NP_967526.1	0.335748845	82.1136365
Bd0547	hypothetical protein	NP_967527.1	1.217216356	64.22827173
Bd0548	menE; O-succinylbenzoate-CoA ligase	NP_967528.1	15.19310415	66.92509595
Bd0550	hypothetical protein	NP_967529.1	770.6386221	299.2510402
Bd0551	hypothetical protein	NP_967530.1	2211.116311	88.66624593
Bd0552	hypothetical protein	NP_967531.1	5.95191134	187.133194
Bd0553	hypothetical protein	NP_967532.1	9.115353253	238.2023299
Bd0554	hypothetical protein	NP_967533.1	1.325324387	128.7650753
Bd0556	thioesterase	NP_967534.1	0.704368206	54.2757057
Bd0557	octaprenyl diphosphate synthase	NP_967535.1	0	160.7927953
Bd0558	1|4-dihydroxy-2-naphthoate	NP_967536.1	0	72.04059228
Bd0559	hypothetical protein	NP_967537.1	0	44.01564791
Bd0560	hypothetical protein	NP_967538.1	0.780811267	43.59861766
Bd0561	sigmaB regulation protein RsbU	NP_967539.1	2.366015349	97.38585187
Bd0562	hypothetical protein	NP_967540.1	6.36155706	1120.700172
Bd0564	serine protease	NP_967541.1	0.362318897	31.56038064
Bd0565	hypothetical protein	NP_967542.1	0.177332136	2.376431695
Bd0566	putative periplamic protein	NP_967543.1	2.985908699	2.000711269
Bd0567	hypothetical protein	NP_967544.1	26.78130418	3.38581907
Bd0569	two-component response regulator	NP_967545.1	474.525034	40.49439608
Bd0570	HIT family hydrolase	NP_967546.1	55.62406235	463.3687114
Bd0571	hypothetical protein	NP_967547.1	37.16578122	185.8699998
Bd0572	hypothetical protein	NP_967548.1	21.40398886	33.74533007
Bd0573	2-nitropropane dioxygenase	NP_967549.1	8.540979386	33.54798896
Bd0574	hypothetical protein	NP_967550.1	0.67299323	57.87061058
Bd0575	Iron-regulated protein A precursor	NP_967551.1	1.112979596	343.9786407
Bd0577	thiol oxidoreductase	NP_967552.1	3.0037173	185.1632425
Bd0578	histidine kinase	NP_967553.1	175.7027634	12.23923888
Bd0579	chemotaxis protein	NP_967554.1	187.2293558	3.970038832
Bd0580	cheB| glutamate methylesterase	NP_967555.1	178.4431001	7.124733796
Bd0581	2-hydroxymuconic semialdehyde dehydrogenase	NP_967556.1	35.75507179	25.56464399
Bd0582	hypothetical protein	NP_967557.1	23.78220984	28.12110839
Bd0583	putative collagen-like surface protein	NP_967558.1	6.244385524	3.638310519
Bd0584	two component sensor histidine kinase	NP_967559.1	18.8764343	14.67188264
Bd0585	D-alanine-D-alanine ligase	NP_967560.1	2.47683574	88.51234116
Bd0586	isoprenoid biosynthesis protein with	NP_967561.1	3.234277863	178.0143559
Bd0588	hypothetical protein	NP_967562.1	6.946527824	6.981792428
Bd0589	putative acetyltransferase	NP_967563.1	4.980889456	24.10380719
Bd0590	putative ferredoxin	NP_967564.1	7.748050265	302.8427057
Bd0591	endo III-related endonuclease	NP_967565.1	4.537146552	54.72215687
Bd0592	hypothetical protein	NP_967566.1	1.251237931	134.142927
Bd0593	thiamine ABC transporter	NP_967567.1	3.193000542	86.55142294
Bd0594	thiamine transport system permease protein	NP_967568.1	1.857626805	47.02218124
Bd0595	ABC-type thiamine transport protein|	NP_967569.1	1.445808423	66.19897286
Bd0596	two component sensor histidine kinase	NP_967570.1	0.553432162	21.13718477
Bd0597	ABC-type transporter| periplasmic component	NP_967571.1	0.815584238	62.84555397
Bd0599	hypothetical protein	NP_967572.1	1.692851318	11.34296809
Bd0600	hypothetical protein	NP_967573.1	0	21.67996066
Bd0601	putative ribosephosphate isomerase	NP_967574.1	0	0
Bd0602	hypothetical protein	NP_967575.1	0	0
Bd0603	hypothetical protein	NP_967576.1	0	0
Bd0604	flagellin	NP_967577.1	11983.66986	6.135514558
Bd0605	putative transposase	NP_967578.1	956.1943129	13.86794386
Bd0606	flagellin	NP_967579.1	1931.522041	37.62968461
Bd0607	hypothetical protein	NP_967580.1	9.143997869	9.426069851
Bd0608	hypothetical protein	NP_967581.1	6.616948037	7.389488336
Bd0609	hypothetical protein	NP_967582.1	587.8227822	18.45447738
Bd0610	flagellar hook associated protein	NP_967583.1	39.09706943	21.46084588
Bd0611	flagellar protein FliS	NP_967584.1	60.28774878	44.33693002
Bd0613	hypothetical protein	NP_967585.1	53.1996409	23.76431695
Bd0614	putative O-linked GlcNAc transferase	NP_967586.1	6.349405088	4.834574508
Bd0615	hypothetical protein	NP_967587.1	4.443734711	1.654182846
Bd0616	putative lipopolysaccharide	NP_967588.1	8.610656259	8.050575762
Bd0618	putative lipopolysaccharide biosynthesis	NP_967589.1	7.268789424	4.87046001
Bd0619	hypothetical protein	NP_967590.1	25.62293816	56.24221678
Bd0620	putative two-component sensor histidine kinase	NP_967591.1	8.171110732	40.01006373
Bd0621	putative response regulator	NP_967592.1	9.551475758	200.7265323
Bd0622	hypothetical protein	NP_967593.1	3.525362871	111.3595892
Bd0623	hypothetical protein	NP_967594.1	3.753713793	83.83932936
Bd0624	aspartate aminotransferase	NP_967595.1	6.028408186	53.8578834
Bd0625	hypothetical protein	NP_967596.1	835.4919957	42.18166259
Bd0627	hypothetical protein	NP_967597.1	13.29698395	47.88941231
Bd0628	hypothetical protein	NP_967598.1	3.73054272	0
Bd0629	trypsin	NP_967599.1	1.135992332	53.28210011
Bd0630	putative transporter	NP_967600.1	0	109.359866
Bd0631	hypothetical protein	NP_967601.1	3.924337147	1551.408681
Bd0632	hypothetical protein	NP_967602.1	0.613551189	4.111106201
Bd0633	peptidoglycan-associated lipoprotein	NP_967603.1	109.0687076	5301.411321
Bd0634	hypothetical protein	NP_967604.1	30.02369478	1489.337164
Bd0635	hypothetical protein	NP_967605.1	11.24159079	560.4135172
Bd0636	O-sialoglycoprotein endopeptidase	NP_967606.1	5.822234303	1004.557514
Bd0637	dimethyladenosine transferase	NP_967607.1	7.691700809	422.1234016
Bd0638	SsrA-binding protein	NP_967608.1	2.633324273	335.2477236
Bd0639	hypothetical protein	NP_967609.1	1.319536945	23.57752319
Bd0641	hypothetical protein	NP_967610.1	5.661338835	38.72414926
Bd0642	hemolysin	NP_967611.1	130.585502	55.24677932
Bd0643	methyltransferase	NP_967612.1	788.7309242	12.33218042
Bd0644	hypothetical protein	NP_967613.1	4315.982411	16.17926784
Bd0645	hypothetical protein	NP_967614.1	122.1347247	48.09117087
Bd0646	MarR family transcriptional regulator	NP_967615.1	60.21582543	955.5063568
Bd0647	hypothetical protein	NP_967616.1	6.104524451	429.486019
Bd0648	hypothetical protein	NP_967617.1	1.798654526	8.034602397
Bd0649	methionine aminopeptidase	NP_967618.1	1.592484639	21.3409202
Bd0651	hypothetical protein	NP_967619.1	11.0334426	14.30897388
Bd0652	hypothetical protein	NP_967620.1	404.7189388	16.26280967
Bd0654	MutT/nudix family protein	NP_967621.1	9.027209507	54.11986898
Bd0655	hypothetical protein	NP_967622.1	24.46170155	40.97647223
Bd0656	hemolysin III	NP_967623.1	117.9784135	85.92560897
Bd0657	tetracycline-efflux transporter	NP_967624.1	0	19.25684596
Bd0658	glutathione-regulated K+ efflux antiporter	NP_967625.1	0.46416891	36.28530115
Bd0659	hypothetical protein	NP_967626.1	32.33137024	99.98616316
Bd0660	hypothetical protein	NP_967627.1	3.58745341	24.03776936
Bd0661	hypothetical protein	NP_967628.1	0	3.589928731
Bd0662	hypothetical protein	NP_967629.1	0	0
Bd0663	chemotaxis protein	NP_967630.1	377.6258826	0
Bd0664	lipase LipA	NP_967631.1	94.78219602	2.986312395
Bd0665	choloylglycine hydrolase	NP_967632.1	5.406125467	0
Bd0666	hypothetical protein	NP_967633.1	1.697606519	11.37483036
Bd0667	nucleoside-specific channel-forming protein tsx	NP_967634.1	1.492217088	6.249135198
Bd0668	hypothetical protein	NP_967635.1	0.607995896	8.826746295
Bd0669	hypothetical protein	NP_967636.1	5.348211687	23.89049916
Bd0670	hypothetical protein	NP_967637.1	0	14.14474913
Bd0671	hypothetical protein	NP_967638.1	0	0
Bd0672	hypothetical protein	NP_967639.1	63.56708312	4.115284155
Bd0673	hypothetical protein	NP_967640.1	120.4542247	2.087340004
Bd0674	hypothetical protein	NP_967641.1	2.898551178	588.722485
Bd0675	hypothetical protein	NP_967642.1	0.992361118	16.6233153
Bd0676	tolA protein	NP_967643.1	21.38940517	0.651454248
Bd0677	DnaJ domain-containing protein	NP_967644.1	9.647955311	10.34339619
Bd0678	hypothetical protein	NP_967645.1	0	0
Bd0679	hypothetical protein	NP_967646.1	0	0
Bd0680	hypothetical protein	NP_967647.1	0	0
Bd0681	hypothetical protein	NP_967648.1	0	0
Bd0682	putative yir2 protein	NP_967649.1	0	0
Bd0683	glycine cleavage system protein H homologue	NP_967650.1	48.03791164	1541.902005
Bd0684	aminomethyltransferase	NP_967651.1	3.069172266	484.2127694
Bd0685	putative SAM-dependent methyltransferase	NP_967652.1	9.105053419	7.626063292
Bd0687	hypothetical protein	NP_967653.1	788.5301441	187.0455438
Bd0688	putative hemagglutinin/hemolysin-related	NP_967654.1	5607.288643	2.21177257
Bd0689	hypothetical protein	NP_967655.1	770.6351667	66.26355722
Bd0690	hypothetical protein	NP_967656.1	49.61951954	53.75362312
Bd0691	hypothetical protein	NP_967657.1	0.873335145	19.50597114
Bd0692	glycine dehydrogenase	NP_967658.1	8.087380934	298.3945766
Bd0693	major facilitator transporter	NP_967659.1	0.254999123	99.10020982
Bd0694	hypothetical protein	NP_967660.1	1.16220754	76.57594131
Bd0695	hypothetical protein	NP_967661.1	5.152581282	41.76402236
Bd0696	hypothetical protein	NP_967662.1	7.259434483	206.7281482
Bd0697	putative actin-binding protein	NP_967663.1	442.3638289	4521.084865
Bd0698	hypothetical protein	NP_967664.1	15.85480656	228.0934347
Bd0699	Zn-dependent protease	NP_967665.1	19.10295152	31.27261192
Bd0700	Zn-dependent protease	NP_967666.1	18.27493712	21.35780384
Bd0701	hypothetical protein	NP_967667.1	7.325429342	208.607495
Bd0702	lysyl-tRNA synthetase	NP_967668.1	0.744270838	70.64909004
Bd0703	hypothetical protein	NP_967669.1	1.523246177	17.2235144
Bd0704	cell wall surface anchor family protein	NP_967670.1	2463.329793	8.152239328
Bd0705	cell wall surface anchor family protein	NP_967671.1	2682.071923	4.524216176
Bd0706	trypsin	NP_967672.1	951.2526377	3.234376684
Bd0707	FusA/NodT family protein	NP_967673.1	27.12724859	1.580577521
Bd0708	macrolide-specific efflux protein	NP_967674.1	49.73670776	1.047991617
Bd0709	macrolide ABC transporter ATP-binding protein	NP_967675.1	42.70353971	12.44067468
Bd0710	hypothetical protein	NP_967676.1	7.42181657	490.195321
Bd0711	DNA-binding protein HU	NP_967677.1	6.166815517	3515.712449
Bd0712	putative glycosyltransferase	NP_967678.1	2.638026638	122.9294167
Bd0713	hypothetical protein	NP_967679.1	11.43360931	50.16197713
Bd0714	pyrophosphohydrolase	NP_967680.1	11.11895525	295.8194519
Bd0715	dihydroorotate dehydrogenase 2	NP_967681.1	0.614174716	188.2742501
Bd0717	glutamate dehydrogenase	NP_967682.1	4.976982876	539.9252811
Bd0718	hypothetical protein	NP_967683.1	1.043778792	80.4292841
Bd0719	hypothetical protein	NP_967684.1	0.993993291	58.83231887
Bd0720	ADP-heptose synthase	NP_967685.1	0.293657882	202.6687462
Bd0721	DOPA-dioxygenase-related protein	NP_967686.1	0.799402011	96.41522877
Bd0722	FKBP-type peptidyl-prolyl cis-trans isomerase	NP_967687.1	2829.733233	1628.212176
Bd0723	hypothetical protein	NP_967688.1	535.7694332	107.6978619
Bd0724	hypothetical protein	NP_967689.1	17.26708345	41.32081233
Bd0725	hypothetical protein	NP_967690.1	0	8.034602397
Bd0726	cell wall surface anchor family protein	NP_967691.1	2.672286724	0.344340103
Bd0727	hypothetical protein	NP_967692.1	1.986119927	3.802290712
Bd0728	amino-acid ABC transporter binding protein	NP_967693.1	1.23841787	37.34114393
Bd0729	putative RNA-binding protein	NP_967694.1	0.891368615	11.94524958
Bd0730	hypothetical protein	NP_967695.1	3.395213038	12.6387004
Bd0731	hypothetical protein	NP_967696.1	0	1.66233153
Bd0733	hypothetical protein	NP_967697.1	1.259058168	74.23972615
