"GENE_NAME"	"E0"	"M45"	"J45"	"T45"	"M90"	"J90"	"T90"	"M45/E0"	"J45/E0"	"T45/E0"	"M90/E0"	"J90/E0"	"T90/E0"	"FUNCTION"	"MAPLOC"	
LA0185	3.156	4.39	3.006	2.824	1.628	1.771	2.34	1.39	0.95	0.89	0.52	0.56	0.74	Fumarate hydratase	193303-194697	
LA0186	0.583	0.658	0.17	0.305	0.464	0.497	0.154	1.13	0.29	0.52	0.8	0.85	0.26	putative outermembrane protein	195061-195222	
LA0187	0.892	1.034	0.662	0.738	0.795	0.963	0.613	1.16	0.74	0.83	0.89	1.08	0.69	hypothetical protein	195204-195644	
LA0188	0.74	0.882	0.362	0.432	0.584	0.715	0.279	1.19	0.49	0.58	0.79	0.97	0.38	hypothetical protein	195667-195864	
LA0189	0.76	0.911	0.411	0.42	0.705	0.796	0.34	1.2	0.54	0.55	0.93	1.05	0.45	phage DNA-binding-like protein (gam)	195924-196520	
LA0190	2.131	1.415	1.831	1.803	1.769	1.551	1.914	0.66	0.86	0.85	0.83	0.73	0.9	putative outermembrane protein	196533-196685	
LA0191	2.57	1.77	2.667	2.118	2.031	1.944	2.239	0.69	1.04	0.82	0.79	0.76	0.87	hypothetical protein	196707-197174	
LA0192	1.895	1.53	1.658	1.538	1.388	1.561	1.679	0.81	0.87	0.81	0.73	0.82	0.89	hypothetical protein	197181-197360	
LA0193	1.51	1.325	1.251	1.341	1.337	1.523	1.637	0.88	0.83	0.89	0.89	1.01	1.08	hypothetical protein	197391-197696	
LA0194	1.232	1.208	0.876	0.697	1.055	1.185	0.843	0.98	0.71	0.57	0.86	0.96	0.68	hypothetical protein	197696-197977	
LA0195	1.131	1.43	1.086	1.478	2.505	1.158	1.02	1.26	0.96	1.31	2.21	1.02	0.9	Predicted transcriptional regulator	198079-198501	
LA0196	0.755	1.025	0.444	0.627	0.802	0.799	0.472	1.36	0.59	0.83	1.06	1.06	0.63	hypothetical protein	198502-198669	
LA0197	0.771	0.903	0.554	0.574	0.639	0.823	0.522	1.17	0.72	0.74	0.83	1.07	0.68	hypothetical protein	198703-198888	
LA0198	0.774	0.872	0.429	0.533	0.634	0.73	0.462	1.13	0.55	0.69	0.82	0.94	0.6	hypothetical protein	199254-199556	
LA0199	0.582	0.701	0.18	0.317	0.435	0.553	0.157	1.2	0.31	0.54	0.75	0.95	0.27	hypothetical protein	199592-199699	
LA0200	0.94	0.933	1.043	0.929	0.856	1.194	0.977	0.99	1.11	0.99	0.91	1.27	1.04	hypothetical protein	199741-199974	
LA0201	1.17	0.849	1.376	1.439	1.011	1.654	1.548	0.73	1.18	1.23	0.86	1.41	1.32	hypothetical protein	199971-200297	
LA0202	0.908	0.957	1.169	0.884	0.98	1.39	1.121	1.05	1.29	0.97	1.08	1.53	1.23	hypothetical protein	200339-200920	
LA0203	0.723	0.798	0.371	0.374	0.631	0.828	0.347	1.1	0.51	0.52	0.87	1.15	0.48	hypothetical protein	202045-202659	
LA0204	0.617	0.694	0.21	0.34	0.519	0.614	0.183	1.12	0.34	0.55	0.84	1	0.3	hypothetical protein	202656-202892	
LA0205	1.732	1.174	1.987	2.275	1.199	1.418	1.792	0.68	1.15	1.31	0.69	0.82	1.03	hypothetical protein	202969-204456	
LA0206	0.777	0.882	0.524	0.567	0.713	0.825	0.606	1.14	0.67	0.73	0.92	1.06	0.78	hypothetical protein	204466-204900	
LA0207	1.012	1.045	0.89	0.92	0.818	0.851	0.812	1.03	0.88	0.91	0.81	0.84	0.8	hypothetical protein	204946-205356	
LA0208	0.695	0.878	0.283	0.429	0.565	0.647	0.286	1.26	0.41	0.62	0.81	0.93	0.41	hypothetical protein	205410-205565	
LA0209	1.029	0.943	1.099	1.062	0.92	1.101	0.992	0.92	1.07	1.03	0.89	1.07	0.96	phage-like protein	205534-207741	
LA0210	1.01	0.887	1.136	1.065	0.777	1.054	0.933	0.88	1.12	1.05	0.77	1.04	0.92	hypothetical protein	207738-208283	
LA0211	0.83	0.901	0.56	0.696	0.645	0.776	0.611	1.09	0.67	0.84	0.78	0.93	0.74	hypothetical protein	208280-208651	
LA0212	0.855	0.898	0.596	0.622	0.723	0.8	0.524	1.05	0.7	0.73	0.85	0.94	0.61	hypothetical protein	208651-209682	
LA0213	1.047	0.962	1.135	1.337	1.038	1.21	1.3	0.92	1.08	1.28	0.99	1.16	1.24	hypothetical protein	209694-210266	
LA0214	1.026	0.94	1.209	1.212	0.897	1.147	1.21	0.92	1.18	1.18	0.87	1.12	1.18	hypothetical protein	210266-210628	
LA0215	0.967	0.987	0.799	0.851	0.926	0.951	0.798	1.02	0.83	0.88	0.96	0.98	0.83	hypothetical protein	210852-211982	
LA0216	1.201	0.987	1.6	1.344	1.167	1.401	1.455	0.82	1.33	1.12	0.97	1.17	1.21	hypothetical protein	211966-212640	
LA0217	0.73	0.892	0.36	0.516	0.628	0.628	0.35	1.22	0.49	0.71	0.86	0.86	0.48	hypothetical protein	212706-213428	
LA0218	1.291	0.962	1.992	1.821	0.872	1.103	2.004	0.75	1.54	1.41	0.68	0.85	1.55	hypothetical protein	213421-214953	
LA0219	1.34	1.03	2.648	2.283	1.165	1.725	2.335	0.77	1.98	1.7	0.87	1.29	1.74	hypothetical protein	215823-217379	
LA0220	0.51	0.602	0.14	0.29	0.366	0.474	0.116	1.18	0.27	0.57	0.72	0.93	0.23	hypothetical protein	218063-218170	
LA0221	0.703	0.873	0.37	0.46	0.702	0.779	0.421	1.24	0.53	0.65	1	1.11	0.6	hypothetical protein	218431-220110	
LA0222	6.286	21.534	1.388	3.009	5.414	3.058	1.912	3.43	0.22	0.48	0.86	0.49	0.3	outer membrane protein OmpA family (Loa22)	220446-221033	
LA0223	1.323	0.965	2.034	1.53	1.019	1.642	1.873	0.73	1.54	1.16	0.77	1.24	1.42	ribosomal large subunit pseudouridine synthase D	221168-222106	
LA0224	0.795	0.884	0.658	0.769	0.727	0.851	0.935	1.11	0.83	0.97	0.91	1.07	1.18	probable carbon-nitrogen hydrolase	222075-222917	
LA0225	0.913	1.156	0.862	0.97	0.919	1.113	0.719	1.27	0.94	1.06	1.01	1.22	0.79	3-oxoacyl-[acyl-carrier protein] reductase	223000-223752	
LA0226	0.808	0.836	0.653	0.551	0.738	0.949	0.638	1.03	0.81	0.68	0.91	1.17	0.79	hypothetical protein	223749-224786	
LA0227	0.796	0.857	0.795	0.733	0.781	0.891	0.617	1.08	1	0.92	0.98	1.12	0.78	hypothetical protein	224758-225633	
LA0228	0.957	1.091	0.947	1.168	1.24	1.147	0.957	1.14	0.99	1.22	1.3	1.2	1	hypothetical protein	225662-226024	
LA0229	2.487	1.773	3.046	2.783	2.946	2.612	3.179	0.71	1.22	1.12	1.18	1.05	1.28	inositol monophophatase family protein	226021-226836	
LA0230	0.665	0.757	0.236	0.348	0.564	0.755	0.272	1.14	0.35	0.52	0.85	1.14	0.41	hypothetical protein	226967-227137	
LA0231	1.017	0.966	1.456	0.979	1.04	1.277	1.375	0.95	1.43	0.96	1.02	1.26	1.35	Putative glycosyl transferase	227144-228478	
LA0232	0.763	0.829	0.647	0.728	0.693	0.804	0.546	1.09	0.85	0.95	0.91	1.05	0.72	Putative glycosyl transferase	228462-229511	
LA0233	0.833	0.879	0.726	0.642	0.774	0.955	0.669	1.06	0.87	0.77	0.93	1.15	0.8	Putative glycosyl transferase	229508-230566	
LA0234	0.783	1.065	0.376	0.506	0.689	0.722	0.35	1.36	0.48	0.65	0.88	0.92	0.45	hypothetical protein	230563-231573	
LA0235	1.173	0.961	1.838	1.889	0.993	1.118	1.528	0.82	1.57	1.61	0.85	0.95	1.3	dTDP-glucose 4.6-dehydratase	231653-232618	
LA0236	0.702	0.705	0.276	0.319	0.45	0.597	0.204	1	0.39	0.45	0.64	0.85	0.29	hypothetical protein	233166-233303	
LA0237	2.085	1.388	4.592	5.18	3.467	1.772	4.345	0.67	2.2	2.48	1.66	0.85	2.08	Protoheme IX farnesyltransferase	233785-234654	
LA0238	0.781	0.858	0.605	0.738	0.969	0.906	0.824	1.1	0.77	0.94	1.24	1.16	1.06	cytochrome-c oxidase assembly factor ctaA	234670-235617	
LA0239	0.759	0.892	0.493	0.604	0.667	0.786	0.461	1.18	0.65	0.8	0.88	1.04	0.61	hypothetical protein	235624-235797	
LA0240	0.9	1.138	0.5	0.642	1.867	0.903	0.512	1.26	0.56	0.71	2.07	1	0.57	hypothetical protein	235816-236019	
LA0241	2.383	1.568	2.382	1.992	2.403	1.826	2.779	0.66	1	0.84	1.01	0.77	1.17	SCO1/SenC family protein	236045-236884	
LA0242	24.087	17.343	4.002	3.781	28.182	2.276	4.186	0.72	0.17	0.16	1.17	0.09	0.17	cytochrome caa3 oxidase subunit II	236895-237896	
LA0243	34.556	27.059	6.559	5.328	21.813	3.399	5.395	0.78	0.19	0.15	1.21	0.1	0.16	cytochrome C oxidase polypeptide I	237907-239511	
LA0244	10.307	8.565	2.98	3.32	12.471	1.632	2.384	0.83	0.29	0.32	1.21	0.16	0.23	Cytochrome c oxidase polypeptide III	239498-240142	
LA0245	0.746	0.784	0.475	0.488	0.595	0.652	0.481	1.05	0.64	0.65	0.8	0.87	0.64	hypothetical protein	240381-240497	
LA0246	0.548	0.656	0.161	0.3	0.402	0.458	0.141	1.2	0.29	0.55	0.73	0.84	0.26	hypothetical protein	241400-241522	
LA0247	1.019	1.132	0.781	1.031	2.13	0.855	0.801	1.11	0.77	1.01	2.09	0.84	0.79	hypothetical protein	241675-241974	
LA0248	0.844	0.95	0.756	0.66	0.861	0.817	0.733	1.13	0.9	0.78	1.02	0.97	0.87	hypothetical protein	242636-243313	
LA0249	5.143	10.032	1.628	3.035	9.345	2.405	1.871	1.95	0.32	0.59	1.82	0.47	0.36	Transcriptional regulators	243351-243944	
LA0250	7.999	10.103	3.641	8.938	2.788	2.606	3.555	1.26	0.46	1.12	0.35	0.33	0.44	TRAM family protein	243986-245017	
LA0251	7.434	8.021	2.159	3.2	6.009	2.747	2.749	1.08	0.29	0.43	0.81	0.37	0.37	phosphoenolpyruvate carboxykinase	245079-246671	
LA0252	0.56	0.712	0.156	0.326	0.388	0.474	0.127	1.27	0.28	0.58	0.69	0.85	0.23	hypothetical protein	247271-247498	
LA0253	0.859	0.884	0.779	0.774	0.882	0.882	0.616	1.03	0.91	0.9	1.03	1.03	0.72	hypothetical protein	247506-248246	
LA0254	1.536	1.179	2.972	2.74	1.718	1.5	1.919	0.77	1.93	1.78	1.12	0.98	1.25	hypothetical protein	248283-249098	
LA0255	1.006	1.132	1.399	0.813	0.944	0.999	1.247	1.13	1.39	0.81	0.94	0.99	1.24	parA family protein	249070-249846	
LA0256	2.369	1.684	2.517	2.4	3.168	1.978	2.24	0.71	1.06	1.01	1.34	0.83	0.95	aspartyl/glutamyl-tRNA amidotransferase subunit B	249960-251420	
LA0257	0.794	0.877	0.64	0.551	0.767	0.748	0.64	1.1	0.81	0.69	0.97	0.94	0.81	hypothetical protein	252262-252375	
LA0258	1.851	1.518	2.5	2.041	2.123	1.601	2.224	0.82	1.35	1.1	1.15	0.86	1.2	DNA polymerase III. subunit alpha	252765-256286	
LA0259	0.96	0.921	1.083	1.123	0.825	0.958	0.809	0.96	1.13	1.17	0.86	1	0.84	hypothetical protein	256385-256588	
LA0260	0.531	0.629	0.183	0.296	0.404	0.562	0.136	1.18	0.34	0.56	0.76	1.06	0.26	hypothetical protein	256866-256982	
LA0261	1.208	1.128	0.9	1.032	2.259	1.201	1.002	0.93	0.75	0.85	1.87	0.99	0.83	Probable RNA polymerase ECF-type sigma factor	258173-259165	
LA0262	1.463	1.208	2.079	2.049	1.839	1.718	1.882	0.83	1.42	1.4	1.26	1.17	1.29	Peptidase family M23/M37	257323-258222	
LA0263	1.101	1.112	1.265	1.293	1.542	1.017	1.237	1.01	1.15	1.17	1.4	0.92	1.12	hypothetical protein	259201-259929	
LA0264	0.745	0.894	0.467	0.624	0.782	0.709	0.469	1.2	0.63	0.84	1.05	0.95	0.63	hypothetical protein	260073-260462	
LA0265	0.967	0.97	0.967	0.928	0.944	1.003	0.913	1	1	0.96	0.98	1.04	0.94	hypothetical protein	260441-261901	
LA0266	0.821	0.885	0.882	0.766	0.809	0.843	0.712	1.08	1.07	0.93	0.99	1.03	0.87	hypothetical protein	261906-262592	
LA0267	0.575	0.73	0.204	0.335	0.448	0.524	0.191	1.27	0.35	0.58	0.78	0.91	0.33	hypothetical protein	263215-263355	
LA0268	4.009	21.258	6.254	4.453	67.008	24.777	7.818	5.3	1.56	1.11	16.71	6.18	1.95	hypothetical protein	263604-264014	
LA0269	7.155	3.296	15.949	10.955	3.633	5.116	14.103	0.46	2.23	1.53	0.51	0.72	1.97	transposase	264684-265757	
LA0270	0.77	0.847	0.402	0.586	0.571	0.82	0.405	1.1	0.52	0.76	0.74	1.06	0.53	hypothetical protein	266227-266331	
LA0271	0.796	0.877	0.563	0.581	0.769	0.763	0.544	1.1	0.71	0.73	0.97	0.96	0.68	hypothetical protein	266483-267487	
LA0272	0.996	0.987	1.121	1.151	1.262	1.036	1.164	0.99	1.13	1.16	1.27	1.04	1.17	hypothetical protein	267500-268513	
LA0273	1.777	1.406	4.715	5.52	2.199	2.49	3.672	0.79	2.65	3.11	1.24	1.4	2.07	Lipoprotein releasing system transmembrane protein lolC	268637-270013	
LA0274	0.782	0.892	0.484	0.587	0.733	0.72	0.533	1.14	0.62	0.75	0.94	0.92	0.68	putative ABC transporter. ATP-binding protein	270015-270692	
LA0275	0.607	0.768	0.178	0.335	0.425	0.524	0.137	1.27	0.29	0.55	0.7	0.86	0.23	hypothetical protein	270890-270997	
LA0276	0.807	0.899	0.467	0.532	0.866	0.747	0.498	1.11	0.58	0.66	1.07	0.93	0.62	hypothetical protein	271763-272434	
LA0277	0.634	0.719	0.332	0.379	0.585	0.687	0.269	1.13	0.52	0.6	0.92	1.08	0.42	hypothetical protein	272406-272555	
LA0278	0.822	1.064	0.449	0.562	1.017	0.866	0.416	1.29	0.55	0.68	1.24	1.05	0.51	hypothetical protein	272966-273250	
LA0279	0.923	1.01	1.064	0.778	1.019	1.015	0.85	1.09	1.15	0.84	1.1	1.1	0.92	hypothetical protein	273468-274106	
LA0280	1.929	1.615	4.176	4.504	2.243	2.034	3.47	0.84	2.16	2.33	1.16	1.05	1.8	probable cyclic nucleotide binding protein	274192-275409	
LA0281	0.837	0.97	0.733	0.558	0.676	0.888	0.648	1.16	0.88	0.67	0.81	1.06	0.77	DNA-3-methyladenine glycosylase	275430-276116	
LA0282	0.711	0.829	0.479	0.39	0.531	0.665	0.339	1.17	0.67	0.55	0.75	0.94	0.48	hypothetical protein	276107-276214	
LA0283	1.134	1.13	1.312	1.138	3.285	1.412	1.614	1	1.16	1	2.9	1.25	1.42	hypothetical protein	276944-278401	
LA0284	0.745	0.928	0.332	0.491	0.803	0.645	0.355	1.25	0.45	0.66	1.08	0.87	0.48	hypothetical protein	278475-279170	
LA0285	0.714	0.789	0.375	0.435	0.683	0.737	0.347	1.11	0.53	0.61	0.96	1.03	0.49	hypothetical protein	279852-280085	
LA0286	0.974	2.119	0.378	0.726	8.564	1.172	0.745	2.18	0.39	0.75	8.79	1.2	0.76	hypothetical protein	280400-281158	
LA0287	0.535	0.659	0.173	0.294	0.413	0.53	0.14	1.23	0.32	0.55	0.77	0.99	0.26	hypothetical protein	281327-281431	
LA0288	1.278	1.116	2.939	2.029	1.165	1.243	1.857	0.87	2.3	1.59	0.91	0.97	1.45	adenylate cyclase	281861-283057	
LA0289	1.58	1.403	3.774	3.554	2.197	1.762	2.53	0.89	2.39	2.25	1.39	1.12	1.6	hypothetical protein	283181-283999	
LA0290	1.572	1.14	3.306	3.241	1.067	1.72	2.335	0.73	2.1	2.06	0.68	1.09	1.49	Ankyrin repeat proteins	284304-284750	
LA0291	0.687	0.771	0.405	0.4	0.524	0.645	0.292	1.12	0.59	0.58	0.76	0.94	0.43	hypothetical protein	284117-284332	
LA0292	1.027	0.95	1.505	1.335	1.105	1.139	1.517	0.93	1.47	1.3	1.08	1.11	1.48	RNA methyltransferase	284811-285992	
LA0293	0.867	0.943	0.669	0.938	0.909	0.923	0.731	1.09	0.77	1.08	1.05	1.06	0.84	purine NTPase. putative	287046-289361	
LA0294	1.097	1.24	2	1.892	0.998	1.291	1.428	1.13	1.82	1.72	0.91	1.18	1.3	hypothetical protein	289363-289989	
LA0295	0.948	1.04	1.225	1.313	1.006	0.857	1.219	1.1	1.29	1.39	1.06	0.9	1.29	hypothetical protein	290348-290491	
LA0296	10.462	4.11	2.492	2.722	1.803	1.872	2.539	0.39	0.24	0.26	0.17	0.18	0.24	alcohol dehydrogenase	291019-292272	
LA0297	0.769	0.895	0.538	0.648	0.807	0.789	0.593	1.16	0.7	0.84	1.05	1.03	0.77	CBS domain protein	292402-293022	
LA0298	0.852	0.942	0.843	0.929	0.929	0.888	0.843	1.11	0.99	1.09	1.09	1.04	0.99	heat shock protein dnaJ homolog	293024-293956	
LA0299	1.827	1.082	4.51	4.932	1.628	2.406	4.079	0.59	2.47	2.7	0.89	1.32	2.23	carbon starvation protein A	294044-296149	
LA0300	1.021	0.894	1.545	1.517	0.799	0.947	1.156	0.88	1.51	1.49	0.78	0.93	1.13	MutT/nudix family protein	296146-296694	
LA0301	0.997	1.04	1.027	0.925	1.235	1.01	0.921	1.04	1.03	0.93	1.24	1.01	0.92	outer membrane protein OmpA family	297002-298771	
LA0302	0.824	1.008	0.56	0.683	0.826	0.91	0.711	1.22	0.68	0.83	1	1.1	0.86	hypothetical protein	298777-299508	
LA0303	0.818	0.798	0.835	0.691	0.805	0.932	0.648	0.98	1.02	0.84	0.98	1.14	0.79	hypothetical protein	299783-300136	
LA0304	0.958	0.906	1.403	1.187	1.148	1.314	1.338	0.95	1.46	1.24	1.2	1.37	1.4	hypothetical protein	300133-300465	
LA0305	0.598	0.753	0.164	0.332	0.427	0.51	0.139	1.26	0.27	0.56	0.71	0.85	0.23	hypothetical protein	300543-300686	
LA0306	1.184	1.099	1.314	1.225	1.58	1.037	1.407	0.93	1.11	1.03	1.33	0.88	1.19	hypothetical protein	300776-301621	
LA0307	6.969	2.967	15.979	9.703	3.753	5.132	14.49	0.43	2.29	1.39	0.54	0.74	2.08	transposase	302379-303452	
LA0308	1.108	0.997	1.393	1.371	1.02	0.893	1.418	0.9	1.26	1.24	0.92	0.81	1.28	protoporphyrinogen oxidase HemK	304004-304864	
LA0309	1.296	1.086	1.943	1.74	1.157	1.18	1.676	0.84	1.5	1.34	0.89	0.91	1.29	cAMP-dependent protein kinase regulatory chain	306150-306815	
LA0310	1.544	1.24	2.133	2.031	1.357	1.341	1.921	0.8	1.38	1.32	0.88	0.87	1.24	probable catabolite gene activator	306815-307870	
LA0311	1.059	1.059	1.334	0.926	0.903	1.049	1.244	1	1.26	0.87	0.85	0.99	1.17	probable chlorohydrolase	307881-309131	
LA0312	1.269	1.385	2.146	2.202	1.546	1.356	1.785	1.09	1.69	1.74	1.22	1.07	1.41	peptidase. M23/M37 family protein	309150-309815	
LA0313	5.148	9.782	2.501	3.267	7.453	3.11	3.994	1.9	0.49	0.63	1.45	0.6	0.78	elongation factor EF-2	310064-312184	
LA0314	1.43	1.097	2.536	2.215	1.349	2.011	2.173	0.77	1.77	1.55	0.94	1.41	1.52	Trk system potassium uptake protein trkH	312471-314090	
LA0315	1.03	0.982	1.338	1.105	0.987	1.103	1.164	0.95	1.3	1.07	0.96	1.07	1.13	hypothetical protein	314617-314838	
LA0316	0.949	1.006	1.33	1.655	0.901	0.925	0.849	1.06	1.4	1.74	0.95	0.97	0.89	predicted transcriptional regulator	314349-314702	
LA0317	1.488	1.084	3.471	2.159	1.644	2.027	2.493	0.73	2.33	1.45	1.1	1.36	1.68	hypothetical protein	314831-314968	
LA0318	0.777	0.876	0.578	0.637	0.635	0.723	0.512	1.13	0.74	0.82	0.82	0.93	0.66	hypothetical protein	315154-315360	
LA0319	1.173	0.941	1.626	1.83	1.408	1.359	1.809	0.8	1.39	1.56	1.2	1.16	1.54	hypothetical protein	316393-317292	
LA0320	0.789	0.989	0.567	0.752	0.979	0.784	0.655	1.25	0.72	0.95	1.24	0.99	0.83	Thiol-disulfide isomerase and thioredoxins	318007-318510	
LA0321	0.929	1.024	0.898	0.964	1.116	0.96	0.882	1.1	0.97	1.04	1.2	1.03	0.95	hypothetical protein	319294-320064	
LA0322	1.033	0.93	0.931	0.602	1.128	0.955	0.815	0.9	0.9	0.58	1.09	0.92	0.79	hypothetical protein	320235-320654	
LA0323	0.67	0.859	0.278	0.482	0.603	0.657	0.324	1.28	0.41	0.72	0.9	0.98	0.48	hypothetical protein	321244-321684	
LA0324	0.844	0.815	1.087	0.981	0.803	0.972	0.977	0.97	1.29	1.16	0.95	1.15	1.16	hypothetical protein	322201-322344	
LA0325	1.532	1.088	2.633	2.955	1.291	1.807	2.415	0.71	1.72	1.93	0.84	1.18	1.58	alcohol dehydrogenase	322364-323386	
LA0326	1.312	1.064	1.816	1.652	1.364	1.5	1.516	0.81	1.38	1.26	1.04	1.14	1.16	Geranyltranstransferase	323651-324649	
LA0327	1.037	0.959	1.215	1.518	1.211	1.516	1.105	0.92	1.17	1.46	1.17	1.46	1.07	hemolysin	324579-325409	
LA0328	1.133	1.04	2.014	1.818	1.146	1.254	1.311	0.92	1.78	1.6	1.01	1.11	1.16	putative acyltransferase	325612-326838	
LA0329	0.718	0.785	0.528	0.533	0.559	0.683	0.375	1.09	0.74	0.74	0.78	0.95	0.52	hypothetical protein	326827-327048	
LA0330	4.053	1.56	13.016	10.166	2.363	3.989	5.912	0.38	3.21	2.51	0.58	0.98	1.46	Penicillin G acylase precursor	327236-329752	
LA0331	0.725	0.997	0.327	0.473	1.055	0.707	0.34	1.38	0.45	0.65	1.46	0.98	0.47	hypothetical protein	330964-331110	
LA0332	1.892	2.005	3.829	4.306	2.017	2.007	3.852	1.06	2.02	2.28	1.07	1.06	2.04	Putative 6-pyruvoyl tetrahydrobiopterin synthase	331266-331652	
LA0333	0.802	0.896	0.648	0.665	0.738	0.761	0.648	1.12	0.81	0.83	0.92	0.95	0.81	hypothetical protein	331662-332390	
LA0334	6.461	3.362	6.344	4.445	5.165	3.042	5.653	0.52	0.98	0.69	0.8	0.47	0.87	nicotinamide nucleotide transhydrogenase. chain alpha	332468-332752	
LA0335	12.746	4.873	8.005	7.61	3.577	2.974	6.454	0.38	0.63	0.6	0.28	0.23	0.51	NAD(P) transhydrogenase beta subunit pntB	332755-334155	
LA0336	0.864	0.79	1.319	1.231	0.796	0.772	1.13	0.91	1.53	1.42	0.92	0.89	1.31	hypothetical protein	334235-334387	
LA0337	0.685	0.882	0.263	0.441	0.621	0.651	0.297	1.29	0.38	0.64	0.91	0.95	0.43	hypothetical protein	335630-336133	
LA0338	0.627	0.709	0.321	0.361	0.481	0.618	0.287	1.13	0.51	0.58	0.77	0.99	0.46	hypothetical protein	336633-336791	
LA0339	0.986	0.987	0.976	1.252	0.934	1.044	1.289	1	0.99	1.27	0.95	1.06	1.31	glycerophosphoryl diester phosphodiesterase	336923-337918	
LA0340	0.524	0.593	0.145	0.291	0.375	0.505	0.117	1.13	0.28	0.56	0.72	0.96	0.22	hypothetical protein	339021-339137	
LA0341	1.473	1.207	2.499	3.163	2.143	1.091	1.987	0.82	1.7	2.15	1.45	0.74	1.35	glcG protein. putative	339179-339667	
LA0342	0.659	0.804	0.227	0.368	0.494	0.605	0.204	1.22	0.34	0.56	0.75	0.92	0.31	hypothetical protein	339996-340124	
LA0343	1.342	1.115	2.051	1.911	1.563	1.324	2.019	0.83	1.53	1.42	1.16	0.99	1.5	hypothetical protein	340440-340847	
LA0344	0.736	0.87	0.465	0.5	0.675	0.767	0.4	1.18	0.63	0.68	0.92	1.04	0.54	hypothetical protein	341307-341510	
LA0345	1.037	2.851	0.388	0.669	2.261	0.849	0.464	2.75	0.37	0.65	2.18	0.82	0.45	Flagellar hook-basal body protein	341671-342054	
LA0346	1.573	5.858	0.611	0.958	1.796	1.095	0.757	3.72	0.39	0.61	1.14	0.7	0.48	flagellar basal body rod protein	342057-342524	
LA0347	3.36	15.557	3.215	3.009	4.785	1.992	2.461	4.63	0.96	0.9	1.42	0.59	0.73	Flagellar basal body protein	342584-343015	
LA0348	0.697	0.812	0.471	0.517	0.641	0.62	0.437	1.16	0.68	0.74	0.92	0.89	0.63	probable anti-sigma factor antagonist	343137-343427	
LA0349	0.735	0.861	0.579	0.583	0.633	0.649	0.438	1.17	0.79	0.79	0.86	0.88	0.6	hypothetical protein	343015-343158	
LA0350	0.78	1.181	0.337	0.539	1.224	0.774	0.401	1.51	0.43	0.69	1.57	0.99	0.51	putative lipoprotein	343824-344165	
LA0351	0.882	0.997	0.786	0.782	0.967	1.28	0.717	1.13	0.89	0.89	1.1	1.45	0.81	TPR-repeat-containing protein	344198-345247	
LA0352	0.691	0.857	0.346	0.418	0.603	0.711	0.343	1.24	0.5	0.6	0.87	1.03	0.5	hypothetical protein	345445-346686	
LA0353	0.805	0.976	0.619	0.762	0.796	0.752	0.638	1.21	0.77	0.95	0.99	0.93	0.79	hypothetical protein	346776-347258	
LA0354	0.872	0.879	0.712	0.51	0.676	0.85	0.536	1.01	0.82	0.58	0.78	0.97	0.61	hypothetical protein	347268-347477	
LA0355	1.075	0.963	1.602	1.134	0.799	1.227	1.785	0.9	1.49	1.05	0.74	1.14	1.66	hypothetical protein	347648-348028	
LA0356	1.732	1.101	5.21	2.774	1.529	2.518	4.433	0.64	3.01	1.6	0.88	1.45	2.56	hypothetical protein	348117-348230	
LA0357	0.943	0.943	1.388	1.162	0.741	1.181	1.44	1	1.47	1.23	0.79	1.25	1.53	hypothetical protein	348313-349290	
LA0358	1.089	0.925	1.974	1.675	0.898	0.949	1.57	0.85	1.81	1.54	0.82	0.87	1.44	hypothetical protein	349936-350631	
LA0359	0.647	0.643	0.211	0.311	0.505	0.654	0.297	0.99	0.33	0.48	0.78	1.01	0.46	hypothetical protein	350777-350902	
LA0360	1.896	2.659	1.707	1.717	1.969	1.532	1.879	1.4	0.9	0.91	1.04	0.81	0.99	glycine dehydrogenase	351773-354667	
LA0361	4.18	10.187	2.165	2.486	5.029	2.143	2.353	2.44	0.52	0.59	1.2	0.51	0.56	Glycine cleavage system H protein	354707-355099	
LA0362	1.092	1.437	1.211	1.491	3.583	1.314	1.618	1.32	1.11	1.37	3.28	1.2	1.48	Probable aminomethyltransferase	355117-356331	
LA0363	0.707	0.82	0.352	0.489	0.662	0.672	0.432	1.16	0.5	0.69	0.94	0.95	0.61	hypothetical protein	356997-357257	
LA0364	0.642	0.755	0.358	0.46	0.626	0.717	0.369	1.18	0.56	0.72	0.98	1.12	0.57	hypothetical protein	357691-358068	
LA0365	2.679	3.082	1.012	0.754	1.431	1.026	1.008	1.15	0.38	0.28	0.53	0.38	0.38	hypothetical protein (Lsa63)	358338-359999	
LA0366	2.019	1.167	4.54	6.05	2.396	2.685	4.333	0.58	2.25	3	1.19	1.33	2.15	phosphoserine aminotransferase	360123-361250	
LA0367	1.458	0.969	3.832	2.832	1.268	1.772	2.798	0.66	2.63	1.94	0.87	1.22	1.92	hypothetical protein	360016-360147	
LA0368	0.843	0.888	0.725	0.606	0.772	0.869	0.578	1.05	0.86	0.72	0.92	1.03	0.69	hypothetical protein	361247-361849	
LA0369	1.962	3.589	3.447	3.849	2.458	2.243	2.924	1.83	1.76	1.96	1.25	1.14	1.49	Ribose 5-phosphate isomerase B	362336-362773	
LA0370	0.974	1.093	0.958	1.21	1.312	1.085	0.92	1.12	0.98	1.24	1.35	1.11	0.94	hypothetical protein	362837-364750	
